"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"gene_synonyms"	"product_synonyms"	"RegulonDB_TF"	"Zika_gene_id"	"Zika_symbol"	"Zika_bnumber"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"test_start"	"test_stop"	"test_strand"
"b1376"	"uspF"	"1435185"	"1435619"	"-"	"0"	"ECK120003294"	"uspF"	"b1376"	"1435185"	"1435619"	"-"	NA	"ECK120007752"	"nucleotide binding filament protein"	NA	"b1376,ECK1371,G6699,UP03,ynaF,yzzL,uspF,ECK120003294"	"UspF,YnaF,YzzL,ECK120007752"	"0"	"1489"	"uspF"	"b1376"	NA	"nucleotide binding filament protein"	"1435185"	"1435619"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0607"	"uspG"	"641439"	"641867"	"-"	"0"	"ECK120002941"	"uspG"	"b0607"	"641439"	"641867"	"-"	NA	"ECK120007407"	"universal stress protein G"	NA	"b0607,ECK0601,G6334,UP12,ybdQ,yzzU,uspG,ECK120002941"	"universal stress protein UP12,UP12,UspG,YbdQ,YzzU,ECK120007407"	"0"	"4075"	"uspG"	"b0607"	NA	"universal stress protein G"	"641439"	"641867"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0949"	"uup"	"1009964"	"1011871"	"+"	"0"	"ECK120003089"	"uup"	"b0949"	"1009964"	"1011871"	"+"	NA	"ECK120007550"	"ATP-binding protein Uup"	NA	"b0949,ECK0940,G6489,ycbH,ycbI,uup,ECK120003089"	"ATP-binding protein with possible role in replication,Uup,YcbH,YcbI,ECK120007550"	"0"	"1112"	"uup"	"b0949"	NA	"ATP-binding protein with possible role in replication"	"1009964"	"1011871"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4058"	"uvrA"	"4271049"	"4273871"	"-"	"0"	"ECK120001050"	"uvrA"	"b4058"	"4271049"	"4273871"	"-"	NA	"ECK120005526"	"excision nuclease subunit A"	NA	"b4058,dar,dinE,ECK4050,EG11061,uvrA,ECK120001050"	"Dar,DinE,UvrA,ECK120005526"	"0"	"3784"	"uvrA"	"b4058"	NA	"excision nuclease subunit A"	"4271049"	"4273871"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0779"	"uvrB"	"813526"	"815547"	"+"	"0"	"ECK120001051"	"uvrB"	"b0779"	"813526"	"815547"	"+"	NA	"ECK120005527"	"excision nuclease subunit B"	NA	"b0779,dar-1,dar-6,ECK0768,EG11062,uvrB,ECK120001051"	"UvrB,ECK120005527"	"0"	"952"	"uvrB"	"b0779"	NA	"excision nuclease subunit B"	"813526"	"815547"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1913"	"uvrC"	"1992874"	"1994706"	"-"	"0"	"ECK120001052"	"uvrC"	"b1913"	"1992874"	"1994706"	"-"	NA	"ECK120005528"	"excision nuclease subunit C"	NA	"b1913,ECK1912,EG11063,uvrC,ECK120001052"	"UvrC,ECK120005528"	"0"	"1958"	"uvrC"	"b1913"	NA	"excision nuclease subunit C"	"1992874"	"1994706"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3813"	"uvrD"	"3997983"	"4000145"	"+"	"0"	"ECK120001053"	"uvrD"	"b3813"	"3997983"	"4000145"	"+"	NA	"ECK120005529"	"DNA helicase II"	NA	"b3813,dar-2,dda,ECK3808,EG11064,mutU,pdeB,rad,recL,srjC,uvr502,uvrE,uvrD,ECK120001053"	"Dda,MutU,PdeB,Rad,RecL,SrjC,UvrD,UvrE,ECK120005529"	"0"	"3583"	"uvrD"	"b3813"	NA	"ssDNA translocase and dsDNA helicase - DNA helicase II"	"3997983"	"4000145"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1914"	"uvrY"	"1994703"	"1995359"	"-"	"2"	"ECK120001124"	"uvrY"	"b1914"	"1994703"	"1995359"	"-"	NA	"ECK120005600"	"DNA-binding transcriptional activator UvrY"	NA	"b1914,ECK1913,EG11140,yecB,uvrY,ECK120001124"	"UvrY,UvrY response regulator,YecB,ECK120005600"	"1"	"213"	"uvrY"	"b1914"	"non-essential"	"DNA-binding transcriptional activator UvrY"	"1994703"	"1995359"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b3091"	"uxaA"	"3241827"	"3243314"	"-"	"0"	"ECK120002375"	"uxaA"	"b3091"	"3241827"	"3243314"	"-"	NA	"ECK120006850"	"D-altronate dehydratase"	NA	"b3091,ECK3082,EG12734,ygjW,uxaA,ECK120002375"	"UxaA,YgjW,ECK120006850"	"0"	"2954"	"uxaA"	"b3091"	NA	"D-altronate dehydratase"	"3241827"	"3243314"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1521"	"uxaB"	"1609229"	"1610680"	"-"	"0"	"ECK120001054"	"uxaB"	"b1521"	"1609229"	"1610680"	"-"	NA	"ECK120005530"	"tagaturonate reductase"	NA	"b1521,ECK1514,EG11065,uxaB,ECK120001054"	"UxaB,ECK120005530"	"0"	"1607"	"uxaB"	"b1521"	NA	"tagaturonate reductase"	"1609229"	"1610680"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3092"	"uxaC"	"3243329"	"3244741"	"-"	"0"	"ECK120004451"	"uxaC"	"b3092"	"3243329"	"3244741"	"-"	NA	"ECK120008887"	"D-glucoronate/D-galacturonate isomerase"	NA	"b3092,ECK3083,G81,ygjX,ygjY,ygjZ,uxaC,ECK120004451"	"UxaC,YgjX,YgjY,YgjZ,ECK120008887"	"0"	"2955"	"uxaC"	"b3092"	NA	"D-glucoronate/D-galacturonate isomerase"	"3243329"	"3244741"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4322"	"uxuA"	"4551636"	"4552820"	"+"	"0"	"ECK120001055"	"uxuA"	"b4322"	"4551636"	"4552820"	"+"	NA	"ECK120005531"	"D-mannonate dehydratase"	NA	"b4322,ECK4313,EG11066,uxuA,ECK120001055"	"UxuA,ECK120005531"	"0"	"4008"	"uxuA"	"b4322"	NA	"D-mannonate dehydratase"	"4551636"	"4552820"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4323"	"uxuB"	"4552901"	"4554361"	"+"	"0"	"ECK120002446"	"uxuB"	"b4323"	"4552901"	"4554361"	"+"	NA	"ECK120006921"	"D-mannonate oxidoreductase"	NA	"b4323,ECK4314,EG20248,uxuB,ECK120002446"	"UxuB,ECK120006921"	"0"	"4009"	"uxuB"	"b4323"	NA	"D-mannonate oxidoreductase"	"4552901"	"4554361"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4324"	"uxuR"	"4554576"	"4555349"	"+"	"2"	"ECK120002447"	"uxuR"	"b4324"	"4554576"	"4555349"	"+"	NA	"ECK120006922"	"DNA-binding transcriptional repressor UxuR"	NA	"b4324,ECK4315,EG20249,uxuR,ECK120002447"	"UxuR,ECK120006922"	"1"	"214"	"uxuR"	"b4324"	"non-essential"	"DNA-binding transcriptional repressor UxuR"	"4554576"	"4555349"	"+"	"CDS"	"1"	"1"	"1"	"1"
"b4258"	"valS"	"4480982"	"4483837"	"-"	"0"	"ECK120001056"	"valS"	"b4258"	"4480982"	"4483837"	"-"	NA	"ECK120005532"	"valine&mdash;tRNA ligase"	NA	"b4258,ECK4251,EG11067,val-act,valS,ECK120001056"	"val-act,ValS,ECK120005532"	"0"	"3961"	"valS"	"b4258"	NA	"valine--tRNA ligase"	"4480982"	"4483837"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0744"	"valT"	"780765"	"780840"	"+"	"0"	"ECK120002551"	"valT"	"b0744"	"780765"	"780840"	"+"	NA	"ECK120007025"	"tRNA-Val(UAC)"	"tRNAs"	"b0744,ECK0733,EG30109,valTa,valTalpha,b0744_tRNA_780764_780840,valT,ECK120002551"	"tRNA<sup>valT</sup>,ECK120007025"	"0"	"8836"	"valT"	"b0744_tRNA_780764_780840"	NA	"tRNA-Val"	"780765"	"780840"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b2401"	"valU"	"2520931"	"2521006"	"+"	"0"	"ECK120002552"	"valU"	"b2401"	"2520931"	"2521006"	"+"	NA	"ECK120007026"	"tRNA-Val(UAC)"	"tRNAs"	"b2401,ECK2395,EG30110,valUalpha,b2401_tRNA_2520930_2521006,valU,ECK120002552"	"tRNA<sup>valU</sup>,ECK120007026"	"0"	"8918"	"valU"	"b2401_tRNA_2520930_2521006"	NA	"tRNA-Val"	"2520931"	"2521006"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b1665"	"valV"	"1746435"	"1746511"	"+"	"0"	"ECK120002553"	"valV"	"b1665"	"1746435"	"1746511"	"+"	NA	"ECK120007027"	"tRNA-Val(GAC)"	"tRNAs"	"b1665,ECK1661,EG30111,b1665_tRNA_1746434_1746511,valV,ECK120002553"	"tRNA<sup>valV</sup>,ECK120007027"	"0"	"8878"	"valV"	"b1665_tRNA_1746434_1746511"	NA	"tRNA-Val"	"1746435"	"1746511"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b1666"	"valW"	"1746516"	"1746592"	"+"	"0"	"ECK120002554"	"valW"	"b1666"	"1746516"	"1746592"	"+"	NA	"ECK120007028"	"tRNA-Val(GAC)"	"tRNAs"	"b1666,ECK1662,EG30112,b1666_tRNA_1746515_1746592,valW,ECK120002554"	"tRNA<sup>valW</sup>,ECK120007028"	"0"	"8879"	"valW"	"b1666_tRNA_1746515_1746592"	NA	"tRNA-Val"	"1746516"	"1746592"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b2402"	"valX"	"2521051"	"2521126"	"+"	"0"	"ECK120002555"	"valX"	"b2402"	"2521051"	"2521126"	"+"	NA	"ECK120007029"	"tRNA-Val(UAC)"	"tRNAs"	"b2402,ECK2396,EG30113,valU-beta,valUbeta,b2402_tRNA_2521050_2521126,valX,ECK120002555"	"tRNA<sup>valX</sup>,ECK120007029"	"0"	"8919"	"valX"	"b2402_tRNA_2521050_2521126"	NA	"tRNA-Val"	"2521051"	"2521126"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b2403"	"valY"	"2521173"	"2521248"	"+"	"0"	"ECK120002556"	"valY"	"b2403"	"2521173"	"2521248"	"+"	NA	"ECK120007030"	"tRNA-Val(UAC)"	"tRNAs"	"b2403,ECK2397,EG30114,valUgamma,b2403_tRNA_2521172_2521248,valY,ECK120002556"	"tRNA<sup>valY</sup>,ECK120007030"	"0"	"8920"	"valY"	"b2403_tRNA_2521172_2521248"	NA	"tRNA-Val"	"2521173"	"2521248"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b0746"	"valZ"	"781068"	"781143"	"+"	"0"	"ECK120002989"	"valZ"	"b0746"	"781068"	"781143"	"+"	NA	"ECK120016418"	"tRNA-Val(UAC)"	"tRNAs"	"b0746,ECK0735,G6389,valTb,valTbeta,b0746_tRNA_781067_781143,valZ,ECK120002989"	"tRNA<sup>valZ</sup>,ECK120016418"	"0"	"8838"	"valZ"	"b0746_tRNA_781067_781143"	NA	"tRNA-Val"	"781068"	"781143"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b1742"	"ves"	"1824362"	"1824937"	"-"	"0"	"ECK120003526"	"ves"	"b1742"	"1824362"	"1824937"	"-"	NA	"ECK120007982"	"HutD family protein Ves"	NA	"b1742,ECK1740,G6938,ydjR,ves,ECK120003526"	"Ves,YdjR,ECK120007982"	"0"	"4083"	"ves"	"b1742"	NA	"HutD family protein Ves"	"1824362"	"1824937"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3745"	"viaA"	"3928152"	"3929603"	"-"	"0"	"ECK120001669"	"viaA"	"b3745"	"3928152"	"3929603"	"-"	NA	"ECK120006145"	"protein ViaA"	NA	"b3745,ECK3739,EG11730,yieD,yieD_1,yieD_2,yieM,viaA,ECK120001669"	"stimulator of RavA ATPase activity,ViaA,YieD,YieM,ECK120006145"	"0"	"3533"	"viaA"	"b3745"	NA	"protein ViaA"	"3928152"	"3929603"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1960"	"vsr"	"2030448"	"2030918"	"-"	"0"	"ECK120001057"	"vsr"	"b1960"	"2030448"	"2030918"	"-"	NA	"ECK120005533"	"DNA mismatch endonuclease Vsr"	NA	"b1960,ECK1958,EG11068,vsr,ECK120001057"	"DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway,Vsr,ECK120005533"	"0"	"1997"	"vsr"	"b1960"	NA	"DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway"	"2030448"	"2030918"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3633"	"waaA"	"3808540"	"3809817"	"+"	"0"	"ECK120000513"	"waaA"	"b3633"	"3808540"	"3809817"	"+"	NA	"ECK120004989"	"KDO transferase"	NA	"b3633,ECK3623,EG10520,kdtA,waaA,ECK120000513"	"KdtA,WaaA,ECK120004989"	"0"	"3432"	"waaA"	"b3633"	NA	"KDO transferase"	"3808540"	"3809817"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3628"	"waaB"	"3803058"	"3804137"	"-"	"0"	"ECK120001320"	"waaB"	"b3628"	"3803058"	"3804137"	"-"	NA	"ECK120005796"	"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase"	NA	"b3628,ECK3618,EG11351,lps,rfaB,syn,waaB,ECK120001320"	"Lps,RfaB,Syn,WaaB,ECK120005796"	"0"	"3427"	"waaB"	"b3628"	NA	"UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase"	"3803058"	"3804137"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3621"	"waaC"	"3795979"	"3796938"	"+"	"0"	"ECK120001170"	"waaC"	"b3621"	"3795979"	"3796938"	"+"	NA	"ECK120005646"	"ADP-heptose:LPS heptosyltransferase 1"	NA	"b3621,ECK3611,EG11189,rfa-2,rfaC,yibC,waaC,ECK120001170"	"ADP-heptose:LPS heptosyltransferase I,RfaC,WaaC,YibC,ECK120005646"	"0"	"3420"	"waaC"	"b3621"	NA	"ADP-heptose:LPS heptosyltransferase 1"	"3795979"	"3796938"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3620"	"waaF"	"3794929"	"3795975"	"+"	"0"	"ECK120002097"	"waaF"	"b3620"	"3794929"	"3795975"	"+"	NA	"ECK120006573"	"ADP-heptose&mdash;LPS heptosyltransferase 2"	NA	"b3620,ECK3610,EG12210,rfaF,waaF,ECK120002097"	"ADP-heptose:LPS heptosyltransferase II,HepII,RfaF,WaaF,ECK120006573"	"0"	"3419"	"waaF"	"b3620"	NA	"ADP-heptose--LPS heptosyltransferase 2"	"3794929"	"3795975"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3631"	"waaG"	"3805943"	"3807067"	"-"	"0"	"ECK120001310"	"waaG"	"b3631"	"3805943"	"3807067"	"-"	NA	"ECK120005786"	"lipopolysaccharide glucosyltransferase I"	NA	"b3631,ECK3621,EG11339,rfaG,waaG,ECK120001310"	"RfaG,WaaG,ECK120005786"	"0"	"3430"	"waaG"	"b3631"	NA	"lipopolysaccharide glucosyltransferase I"	"3805943"	"3807067"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3615"	"waaH"	"3789047"	"3790081"	"-"	"0"	"ECK120001240"	"waaH"	"b3615"	"3789047"	"3790081"	"-"	NA	"ECK120005716"	"UDP-glucuronate:LPS(HepIII) glycosyltransferase"	NA	"b3615,ECK3605,EG11266,yibD,waaH,ECK120001240"	"WaaH,YibD,ECK120005716"	"0"	"3414"	"waaH"	"b3615"	NA	"UDP-glucuronate:LPS(HepIII) glycosyltransferase"	"3789047"	"3790081"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3626"	"waaJ"	"3800983"	"3801999"	"-"	"0"	"ECK120001322"	"waaJ"	"b3626"	"3800983"	"3801999"	"-"	NA	"ECK120005798"	"UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase"	NA	"b3626,ECK3616,EG11353,rfaJ,waaR,waaJ,ECK120001322"	"RfaJ,UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase,WaaJ,WaaR,ECK120005798"	"0"	"3425"	"waaR"	"b3626"	NA	"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase"	"3800983"	"3801999"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3622"	"waaL"	"3796948"	"3798207"	"+"	"0"	"ECK120001388"	"waaL"	"b3622"	"3796948"	"3798207"	"+"	NA	"ECK120005864"	"O-antigen ligase"	NA	"b3622,ECK3612,EG11424,rfaL,waaL,ECK120001388"	"M-antigen ligase,RfaL,surface polymer:lipid A-core ligase,WaaL,ECK120005864"	"0"	"3421"	"waaL"	"b3622"	NA	"O-antigen ligase"	"3796948"	"3798207"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3627"	"waaO"	"3802039"	"3803058"	"-"	"0"	"ECK120001321"	"waaO"	"b3627"	"3802039"	"3803058"	"-"	NA	"ECK120005797"	"UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase"	NA	"b3627,ECK3617,EG11352,rfaI,waaI,waaO,ECK120001321"	"RfaI,WaaI,WaaO,ECK120005797"	"0"	"3426"	"waaO"	"b3627"	NA	"UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase"	"3802039"	"3803058"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3630"	"waaP"	"3805153"	"3805950"	"-"	"0"	"ECK120001311"	"waaP"	"b3630"	"3805153"	"3805950"	"-"	NA	"ECK120005787"	"lipopolysaccharide core heptose (I) kinase"	NA	"b3630,ECK3620,EG11340,rfaP,waaP,ECK120001311"	"L-<i>glycero</i>-D-<I>manno</I>-heptose (I) kinase,RfaP,WaaP,ECK120005787"	"0"	"3429"	"waaP"	"b3630"	NA	"lipopolysaccharide core heptose (I) kinase"	"3805153"	"3805950"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3632"	"waaQ"	"3807064"	"3808098"	"-"	"0"	"ECK120001312"	"waaQ"	"b3632"	"3807064"	"3808098"	"-"	NA	"ECK120005788"	"lipopolysaccharide core heptosyltransferase 3"	NA	"b3632,ECK3622,EG11341,rfaQ,waaQ,ECK120001312"	"HepIII,lipopolysaccharide core heptosyltransferase III,RfaQ,WaaQ,ECK120005788"	"0"	"3431"	"waaQ"	"b3632"	NA	"lipopolysaccharide core heptosyltransferase 3"	"3807064"	"3808098"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3629"	"waaS"	"3804181"	"3805116"	"-"	"0"	"ECK120001319"	"waaS"	"b3629"	"3804181"	"3805116"	"-"	NA	"ECK120005795"	"lipopolysaccharide core biosynthesis protein WaaS"	NA	"b3629,ECK3619,EG11350,rfaS,waaS,ECK120001319"	"RfaS,WaaS,ECK120005795"	"0"	"3428"	"waaS"	"b3629"	NA	"lipopolysaccharide core biosynthesis protein"	"3804181"	"3805116"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3623"	"waaU"	"3798239"	"3799312"	"-"	"0"	"ECK120001387"	"waaU"	"b3623"	"3798239"	"3799312"	"-"	NA	"ECK120005863"	"putative ADP-heptose:LPS heptosyltransferase 4"	NA	"b3623,ECK3613,EG11423,rfaK,waaU,ECK120001387"	"ADP-L-glycero-&beta;-D-manno-heptose:LPS heptosyltransferase IV,heptosyl transferase IV,putative UDP-<i>N</i>-acetyl-D-glucosaminyl transferase,RfaK,WaaU,ECK120005863"	"0"	"3422"	"waaU"	"b3623"	NA	"putative ADP-heptose:LPS heptosyltransferase 4"	"3798239"	"3799312"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3625"	"waaY"	"3800267"	"3800965"	"-"	"0"	"ECK120001389"	"waaY"	"b3625"	"3800267"	"3800965"	"-"	NA	"ECK120005865"	"lipopolysaccharide core heptose (II) kinase"	NA	"b3625,ECK3615,EG11425,rfaY,waaY,ECK120001389"	"L-<i>glycero</i>-D-<I>manno</I>-heptose (II) kinase,RfaY,WaaY,ECK120005865"	"0"	"3424"	"waaY"	"b3625"	NA	"lipopolysaccharide core heptose (II) kinase"	"3800267"	"3800965"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3624"	"waaZ"	"3799345"	"3800196"	"-"	"0"	"ECK120001390"	"waaZ"	"b3624"	"3799345"	"3800196"	"-"	NA	"ECK120005866"	"lipopolysaccharide core biosynthesis protein WaaZ"	NA	"b3624,ECK3614,EG11426,rfaZ,waaZ,ECK120001390"	"protein involved in KdoIII attachment during lipopolysaccharide core biosynthesis,RfaZ,WaaZ,ECK120005866"	"0"	"3423"	"waaZ"	"b3624"	NA	"lipopolysaccharide core biosynthesis protein WaaZ"	"3799345"	"3800196"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2035"	"wbbH"	"2106060"	"2107226"	"-"	"0"	"ECK120001907"	"wbbH"	"b2035"	"2106060"	"2107226"	"-"	NA	"ECK120006383"	"putative O-antigen polymerase"	NA	"b2035,ECK2029,EG11982,rfc,yefF,wbbH,ECK120001907"	"Rfc,WbbH,YefF,ECK120006383"	"0"	"2049"	"wbbH"	"b2035"	NA	"putative O-antigen polymerase"	"2106060"	"2107226"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2034"	"wbbI"	"2105065"	"2106057"	"-"	"0"	"ECK120001908"	"wbbI"	"b2034"	"2105065"	"2106057"	"-"	NA	"ECK120006384"	"&beta;-1,6-galactofuranosyltransferase WbbI"	NA	"b2034,ECK2028,EG11983,yefG,wbbI,ECK120001908"	"WbbI,YefG,ECK120006384"	"0"	"2048"	"wbbI"	"b2034"	NA	"beta-1,6-galactofuranosyltransferase"	"2105065"	"2106057"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2033"	"wbbJ"	"2104494"	"2105084"	"-"	"0"	"ECK120001909"	"wbbJ"	"b2033"	"2104494"	"2105084"	"-"	NA	"ECK120006385"	"putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ"	NA	"b2033,ECK2027,EG11984,yefH,wbbJ,ECK120001909"	"WbbJ,YefH,ECK120006385"	"0"	"2047"	"wbbJ"	"b2033"	NA	"putative acyl transferase"	"2104494"	"2105084"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2032"	"wbbK"	"2103391"	"2104509"	"-"	"0"	"ECK120001910"	"wbbK"	"b2032"	"2103391"	"2104509"	"-"	NA	"ECK120006386"	"putative glycosyltransferase WbbK"	NA	"b2032,ECK2026,EG11985,yefI,wbbK,ECK120001910"	"WbbK,YefI,ECK120006386"	"0"	"2046"	"wbbK"	"b2032"	NA	"putative lipopolysaccharide biosynthesis protein"	"2103391"	"2104509"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4571"	"wbbL"	"2101396"	"2103389"	"-"	"0"	"ECK120001911"	"wbbL"	"b4571"	NA	NA	NA	"Pseudo Gene"	"ECK120006387"	"interrupted rhamnosyltransferase WbbL"	NA	"b2031,b4540,b4571,ECK2025,EG11986,yefJ,wbbL,ECK120001911"	"b4571,ECK120006387"	"0"	"4187"	"wbbL"	"b4571"	NA	"interrupted rhamnosyltransferase WbbL"	"2101396"	"2103389"	"-"	"CDS"	NA	NA	NA	NA
"b2059"	"wcaA"	"2132558"	"2133397"	"-"	"0"	"ECK120003690"	"wcaA"	"b2059"	"2132558"	"2133397"	"-"	NA	"ECK120008141"	"colanic acid biosynthesis glucuronosyltransferase WcaA"	NA	"b2059,ECK2053,G7104,wcaA,ECK120003690"	"WcaA,ECK120008141"	"0"	"2073"	"wcaA"	"b2059"	NA	"putative colanic acid biosynthesis glycosyl transferase"	"2132558"	"2133397"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2058"	"wcaB"	"2132067"	"2132555"	"-"	"0"	"ECK120003689"	"wcaB"	"b2058"	"2132067"	"2132555"	"-"	NA	"ECK120008140"	"colanic acid biosynthesis acetyltransferase WcaB"	NA	"b2058,ECK2052,G7103,wcaB,ECK120003689"	"WcaB,ECK120008140"	"0"	"2072"	"wcaB"	"b2058"	NA	"putative colanic acid biosynthesis acyl transferase"	"2132067"	"2132555"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2057"	"wcaC"	"2130853"	"2132070"	"-"	"0"	"ECK120003688"	"wcaC"	"b2057"	"2130853"	"2132070"	"-"	NA	"ECK120008139"	"colanic acid biosynthesis galactosyltransferase WcaC"	NA	"b2057,ECK2051,G7102,wcaC,ECK120003688"	"WcaC,ECK120008139"	"0"	"2071"	"wcaC"	"b2057"	NA	"putative colanic acid biosynthesis glycosyl transferase"	"2130853"	"2132070"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2056"	"wcaD"	"2129661"	"2130878"	"-"	"0"	"ECK120003687"	"wcaD"	"b2056"	"2129661"	"2130878"	"-"	NA	"ECK120008138"	"putative colanic acid polymerase"	NA	"b2056,ECK2050,G7101,wcaD,ECK120003687"	"WcaD,ECK120008138"	"0"	"2070"	"wcaD"	"b2056"	NA	"putative colanic acid polymerase"	"2129661"	"2130878"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2055"	"wcaE"	"2128904"	"2129650"	"-"	"0"	"ECK120003686"	"wcaE"	"b2055"	"2128904"	"2129650"	"-"	NA	"ECK120008137"	"colanic acid biosynthesis fucosyltransferase WcaE"	NA	"b2055,ECK2049,G7100,wcaE,ECK120003686"	"WcaE,ECK120008137"	"0"	"2069"	"wcaE"	"b2055"	NA	"putative colanic acid biosynthesis glycosyl transferase"	"2128904"	"2129650"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2054"	"wcaF"	"2128340"	"2128888"	"-"	"0"	"ECK120003685"	"wcaF"	"b2054"	"2128340"	"2128888"	"-"	NA	"ECK120008136"	"colanic acid biosynthesis acetyltransferase WcaF"	NA	"b2054,ECK2048,G7099,wcaF,ECK120003685"	"WcaF,ECK120008136"	"0"	"2068"	"wcaF"	"b2054"	NA	"putative acyl transferase"	"2128340"	"2128888"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2050"	"wcaI"	"2124523"	"2125746"	"-"	"0"	"ECK120001724"	"wcaI"	"b2050"	"2124523"	"2125746"	"-"	NA	"ECK120006200"	"colanic acid biosynthesis fucosyltransferase WcaI"	NA	"b2050,ECK2044,EG11790,yefD,wcaI,ECK120001724"	"WcaI,YefD,ECK120006200"	"0"	"2064"	"wcaI"	"b2050"	NA	"putative colanic biosynthesis glycosyl transferase"	"2124523"	"2125746"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2047"	"wcaJ"	"2120160"	"2121554"	"-"	"0"	"ECK120003684"	"wcaJ"	"b2047"	"2120160"	"2121554"	"-"	NA	"ECK120008135"	"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase"	NA	"b2047,ECK2041,G7098,wcaJ,ECK120003684"	"undecaprenyl-phosphate glucose phosphotransferase,WcaJ,ECK120008135"	"0"	"2061"	"wcaJ"	"b2047"	NA	"undecaprenyl-phosphate glucose phosphotransferase"	"2120160"	"2121554"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2045"	"wcaK"	"2117124"	"2118404"	"-"	"0"	"ECK120003682"	"wcaK"	"b2045"	"2117124"	"2118404"	"-"	NA	"ECK120008133"	"putative colanic acid biosynthesis pyruvyl transferase WcaK"	NA	"b2045,ECK2039,G7096,wcaK,ECK120003682"	"orf18,WcaK,ECK120008133"	"0"	"2059"	"wcaK"	"b2045"	NA	"putative colanic acid biosynthesis pyruvyl transferase"	"2117124"	"2118404"	"-"	"CDS"	NA	"1"	"1"	"1"
