"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"RegulonDB_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"TF_synonyms"
"SrlR"	"b2707"	"srlR"	"ECK120013144"	"SrlR"	"inverted-repeat"	"DeoR"	"Local Regulator"	"ECK125269468,ECK125272678"	"SrlR,SrlR-D-sorbitol"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P15082"	"PF00455,PF08220"	"NP_417187"	"b2707,ECK120005439,GutR,SrlR"	"DNA-binding transcriptional repressor SrlR"	"EG10974"	"b2707,ECK120000963,ECK2702,EG10974,gutR,srlR"	1	1	1	1	1	"b2707,DNA-binding transcriptional repressor SrlR,ECK120000963,ECK120005439,ECK2702,EG10974,gutR,GutR,NP_417187,P15082,srlR,SrlR,SrlR-D-sorbitol"
"StpA"	"b2669"	"stpA"	"ECK120034571"	"StpA"	"inverted-repeat"	"HNS"	"Local Regulator"	"ECK125269312"	"StpA"	"Active"	NA	NA	"P0ACG1"	"PF00816"	"NP_417155"	"b2669,ECK120005983,H-NS-like DNA-binding transcriptional repressor with RNA chaperone activity,HnsB,StpA"	"DNA-binding transcriptional repressor StpA with RNA chaperone activity"	"EG11554"	"b2669,ECK120001507,ECK2663,EG11554,hnsB,stpA"	1	1	1	1	1	"b2669,DNA-binding transcriptional repressor StpA with RNA chaperone activity,ECK120001507,ECK120005983,ECK2663,EG11554,H-NS-like DNA-binding transcriptional repressor with RNA chaperone activity,hnsB,HnsB,NP_417155,P0ACG1,stpA,StpA"
"SutR"	"b1434"	"sutR"	"ECK125202685"	"SutR"	"inverted-repeat"	"HTH_3"	"Local Regulator"	"ECK125269378"	"SutR"	"Active"	NA	NA	"P77626"	"PF01381,PF07883"	"NP_415951"	"b1434,ECK120007790,SutR,YdcN"	"DNA-binding transcriptional dual regulator SutR"	"G6745"	"b1434,ECK120003334,ECK1428,G6745,sutR,ydcN"	1	1	1	1	1	"b1434,DNA-binding transcriptional dual regulator SutR,ECK120003334,ECK120007790,ECK1428,G6745,NP_415951,P77626,sutR,SutR,ydcN,YdcN"
"TdcA"	"b3118"	"tdcA"	"ECK120013255"	"TdcA"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269364"	"TdcA"	"Active"	NA	NA	"P0ACQ7"	"PF00126,PF03466"	"NP_417588"	"b3118,ECK120005454,TdcA,transcriptional activator of tdc operon"	"DNA-binding transcriptional activator TdcA"	"EG10989"	"b3118,ECK120000978,ECK3107,EG10989,tdcA"	1	1	1	1	1	"b3118,DNA-binding transcriptional activator TdcA,ECK120000978,ECK120005454,ECK3107,EG10989,NP_417588,P0ACQ7,tdcA,TdcA,transcriptional activator of tdc operon"
"TdcR"	"b3119"	"tdcR"	"ECK120013259"	"TdcR"	"inverted-repeat"	"TdcR"	"Local Regulator"	"ECK125269407"	"TdcR"	"Active"	NA	NA	"P11866"	NA	"NP_417589"	"b3119,ECK120005457,TdcR,threonine dehydratase operon activator protein"	"DNA-binding transcriptional activator TdcR"	"EG10992"	"b3119,ECK120000981,ECK3108,EG10992,tdcR"	1	1	1	1	1	"b3119,DNA-binding transcriptional activator TdcR,ECK120000981,ECK120005457,ECK3108,EG10992,NP_417589,P11866,tdcR,TdcR,threonine dehydratase operon activator protein"
"topA"	"b1274"	"topA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1274,DNA topoisomerase I (&omega; protein),ECK120005478,SupX,TopA,Topo I"	"DNA topoisomerase 1"	"EG11013"	"b1274,ECK120001002,ECK1268,EG11013,supX,topA"	0	0	0	0	1	"b1274,DNA topoisomerase 1,DNA topoisomerase I (&omega; protein),ECK120001002,ECK120005478,ECK1268,EG11013,supX,SupX,topA,TopA,Topo I"
"TorR"	"b0995"	"torR"	"ECK120012482"	"TorR"	NA	"OmpR"	"Local Regulator"	"ECK125162152,ECK125269284,ECK125286594"	"TorR,TorR-phosphorylated,TorR-TorI"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P38684"	"PF00072,PF00486"	"NP_415515"	"b0995,ECK120006809,TorR,TorR response regulator"	"DNA-binding transcriptional dual regulator TorR"	"EG12615"	"b0995,ECK0986,ECK120002334,EG12615,torR"	1	1	1	1	1	"b0995,DNA-binding transcriptional dual regulator TorR,ECK0986,ECK120002334,ECK120006809,EG12615,NP_415515,P38684,torR,TorR,TorR response regulator,TorR-phosphorylated,TorR-TorI"
"TreR"	"b4241"	"treR"	"ECK120011406"	"TreR"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125147268,ECK125269444,ECK125272661,ECK125286378"	"TreR,TreR-&alpha;,&alpha;-trehalose 6-phosphate,TreR-D-trehalose 6-phosphate,TreR-Trehalose"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P36673"	"PF00356,PF13377"	"NP_418662"	"b4241,ECK120006566,TreR"	"DNA-binding transcriptional repressor TreR"	"EG12202"	"b4241,ECK120002090,ECK4236,EG12202,treR"	1	1	1	1	1	"&alpha;-trehalose 6-phosphate,b4241,DNA-binding transcriptional repressor TreR,ECK120002090,ECK120006566,ECK4236,EG12202,NP_418662,P36673,treR,TreR,TreR-&alpha;,TreR-D-trehalose 6-phosphate,TreR-Trehalose"
"TrpR"	"b4393"	"trpR"	"ECK120012176"	"TrpR"	NA	"TrpR"	"Local Regulator"	"ECK125147269,ECK125269424"	"TrpR,TrpR-L-tryptophan"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0A881"	"PF01371"	"NP_418810"	"b4393,ECK120005494,RtrY,TrpR"	"DNA-binding transcriptional repressor TrpR"	"EG11029"	"b4393,ECK120001018,ECK4385,EG11029,rtrY,trpR"	1	1	1	1	1	"b4393,DNA-binding transcriptional repressor TrpR,ECK120001018,ECK120005494,ECK4385,EG11029,NP_418810,P0A881,rtrY,RtrY,trpR,TrpR,TrpR-L-tryptophan"
"TyrR"	"b1323"	"tyrR"	"ECK120011194"	"TyrR"	"inverted-repeat"	"EBP"	"Local Regulator"	"ECK125147270,ECK125269281,ECK125269398,ECK125269432"	"TyrR,TyrR-L-phenylalanine,TyrR-L-tryptophan,TyrR-L-tyrosine"	"Active"	"Allosteric"	"Apo,Holo"	"P07604"	"PF00158,PF13188,PF18024"	"NP_415839"	"b1323,ECK120005507,TyrR"	"DNA-binding transcriptional dual regulator TyrR"	"EG11042"	"b1323,ECK120001031,ECK1319,EG11042,tyrR"	1	1	1	1	1	"b1323,DNA-binding transcriptional dual regulator TyrR,ECK120001031,ECK120005507,ECK1319,EG11042,NP_415839,P07604,tyrR,TyrR,TyrR-L-phenylalanine,TyrR-L-tryptophan,TyrR-L-tyrosine"
"UhpA"	"b3669"	"uhpA"	"ECK125286592"	"UhpA"	"inverted-repeat"	"LuxR/UhpA"	"Local Regulator"	"ECK125109133,ECK125269449"	"UhpA,UhpA-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AGA6"	"PF00072,PF00196"	"NP_418125"	"b3669,ECK120005516,UhpA,UhpA response regulator"	"DNA-binding transcriptional activator UhpA"	"EG11051"	"b3669,ECK120001040,ECK3660,EG11051,uhpA"	1	1	1	1	1	"b3669,DNA-binding transcriptional activator UhpA,ECK120001040,ECK120005516,ECK3660,EG11051,NP_418125,P0AGA6,uhpA,UhpA,UhpA response regulator,UhpA-phosphorylated"
"UidR"	"b1618"	"uidR"	"ECK120012153"	"UidR"	"inverted-repeat"	"TetR/AcrR"	"Local Regulator"	"ECK125269283"	"UidR"	"Active"	NA	NA	"P0ACT6"	"PF00440"	"NP_416135"	"b1618,ECK120007912,GusR,UidR"	"DNA-binding transcriptional repressor UidR"	"G6867"	"b1618,ECK120003456,ECK1613,G6867,gusR,uidR"	1	1	1	1	1	"b1618,DNA-binding transcriptional repressor UidR,ECK120003456,ECK120007912,ECK1613,G6867,gusR,GusR,NP_416135,P0ACT6,uidR,UidR"
"UlaR"	"b4191"	"ulaR"	"ECK120012165"	"UlaR"	"inverted-repeat"	"DeoR"	"Local Regulator"	"ECK125269434,ECK125272679"	"UlaR,UlaR-L-ascorbate 6-phosphate"	"Active,Inactive"	NA	"Apo,Holo"	"P0A9W0"	"PF00455,PF08220"	"NP_418612"	"b4191,ECK120008789,UlaR,YjfQ"	"DNA-binding transcriptional repressor UlaR"	"G7854"	"b4191,ECK120004350,ECK4187,G7854,ulaR,yjfQ"	1	1	1	1	1	"b4191,DNA-binding transcriptional repressor UlaR,ECK120004350,ECK120008789,ECK4187,G7854,NP_418612,P0A9W0,ulaR,UlaR,UlaR-L-ascorbate 6-phosphate,yjfQ,YjfQ"
"umuD"	"b1183"	"umuD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1183,ECK120005522,UmuD"	"DNA polymerase V protein UmuD"	"EG11057"	"b1183,ECK1171,ECK120001046,EG11057,umuD"	0	0	0	0	1	"b1183,DNA polymerase V protein UmuD,ECK1171,ECK120001046,ECK120005522,EG11057,umuD,UmuD"
"UvrY"	"b1914"	"uvrY"	"ECK125228870"	"UvrY"	NA	"LuxR/UhpA"	"Local Regulator"	"ECK125269334,ECK12T299425"	"UvrY,UvrY-phosphorylated"	"Active,Inactive"	NA	"Apo,Holo"	"P0AED5"	"PF00072,PF00196"	"NP_416424"	"b1914,ECK120005600,UvrY,UvrY response regulator,YecB"	"DNA-binding transcriptional activator UvrY"	"EG11140"	"b1914,ECK120001124,ECK1913,EG11140,uvrY,yecB"	1	1	1	1	1	"b1914,DNA-binding transcriptional activator UvrY,ECK120001124,ECK120005600,ECK1913,EG11140,NP_416424,P0AED5,uvrY,UvrY,UvrY response regulator,UvrY-phosphorylated,yecB,YecB"
"UxuR"	"b4324"	"uxuR"	"ECK120012145"	"UxuR"	"inverted-repeat"	"GntR"	"Local Regulator"	"ECK125269322,ECK125272636,ECK125272637"	"UxuR,UxuR-&alpha;-D-glucuronate-&alpha;-D-galacturonate,UxuR-D-fructuronate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P39161"	"PF00392,PF07729"	"NP_418744"	"b4324,ECK120006922,UxuR"	"DNA-binding transcriptional repressor UxuR"	"EG20249"	"b4324,ECK120002447,ECK4315,EG20249,uxuR"	1	1	1	1	1	"b4324,DNA-binding transcriptional repressor UxuR,ECK120002447,ECK120006922,ECK4315,EG20249,NP_418744,P39161,uxuR,UxuR,UxuR-&alpha;-D-glucuronate-&alpha;-D-galacturonate,UxuR-D-fructuronate"
"XapR"	"b2405"	"xapR"	"ECK120013780"	"XapR"	NA	"LysR"	"Local Regulator"	"ECK125147272,ECK125269336"	"XapR,XapR-xanthosine"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P23841"	"PF00126,PF03466"	"NP_416900"	"b2405,ECK120005606,PndR,XapR,YfeB"	"DNA-binding transcriptional activator XapR"	"EG11146"	"b2405,ECK120001130,ECK2399,EG11146,pndR,pRndR,xapR,yfeB"	1	1	1	1	1	"b2405,DNA-binding transcriptional activator XapR,ECK120001130,ECK120005606,ECK2399,EG11146,NP_416900,P23841,pndR,PndR,pRndR,xapR,XapR,XapR-xanthosine,yfeB,YfeB"
"XylR"	"b3569"	"xylR"	"ECK120013786"	"XylR"	NA	"AraC/XylS"	"Local Regulator"	"ECK125147273,ECK125269333"	"XylR,XylR-&alpha;-D-xylopyranose"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACI3"	"PF12833,PF13377"	"NP_418026"	"b3569,ECK120006924,XylR"	"DNA-binding transcriptional dual regulator XylR"	"EG20253"	"b3569,ECK120002449,ECK3558,EG20253,xylR"	1	1	1	1	1	"b3569,DNA-binding transcriptional dual regulator XylR,ECK120002449,ECK120006924,ECK3558,EG20253,NP_418026,P0ACI3,xylR,XylR,XylR-&alpha;-D-xylopyranose"
"XynR"	"b0272"	"xynR"	"ECK125257198"	"XynR"	NA	NA	"Local Regulator"	"ECK125269389,ECK12T299426"	"XynR,XynR-D-xylonate"	"Active,Inactive"	NA	"Apo,Holo"	"P77300"	"PF01614,PF09339"	"NP_414806"	"b0272,ECK120007238,XynR,YagI"	"CP4-6 prophage; DNA-binding transcriptional repressor XynR"	"G6144"	"b0272,ECK0273,ECK120002764,G6144,xynR,yagI"	1	1	1	0	1	"b0272,CP4-6 prophage; DNA-binding transcriptional repressor XynR,ECK0273,ECK120002764,ECK120007238,G6144,NP_414806,P77300,xynR,XynR,XynR-D-xylonate,yagI,YagI"
"yafC"	"b0208"	"yafC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0208,ECK120006069,predicted DNA-binding transcriptional regulator LYSR-type,YafC"	"LysR family transcriptional regulator YafC"	"EG11649"	"b0208,ECK0208,ECK120001593,EG11649,yafC"	0	1	1	0	1	"b0208,ECK0208,ECK120001593,ECK120006069,EG11649,LysR family transcriptional regulator YafC,predicted DNA-binding transcriptional regulator LYSR-type,yafC,YafC"
"yafN"	"b0232"	"yafN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"antitoxin of the YafO-YafN toxin-antitoxin system,b0232,ECK120007210,YafN"	"antitoxin YafN"	"G6116"	"b0232,ECK0233,ECK120002736,G6116,yafN"	0	0	1	0	0	"antitoxin of the YafO-YafN toxin-antitoxin system,antitoxin YafN,b0232,ECK0233,ECK120002736,ECK120007210,G6116,yafN,YafN"
"yagA"	"b0267"	"yagA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0267,CP4-6 prophage; putative DNA-binding transcriptional regulator,ECK120006688,YagA"	"CP4-6 prophage; integrase core domain-containing protein YagA"	"EG12338"	"b0267,ECK0268,ECK120002213,EG12338,yagA"	0	1	0	0	1	"b0267,CP4-6 prophage; integrase core domain-containing protein YagA,CP4-6 prophage; putative DNA-binding transcriptional regulator,ECK0268,ECK120002213,ECK120006688,EG12338,yagA,YagA"
"yagL"	"b0278"	"yagL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0278,ECK120007241,YagL"	"CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL"	"G6149"	"b0278,ECK0277,ECK120002769,G6149,yagL"	0	0	0	0	1	"b0278,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL,ECK0277,ECK120002769,ECK120007241,G6149,yagL,YagL"
"yahB"	"b0316"	"yahB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0316,ECK120007272,YahB"	"putative LysR-type DNA-binding transcriptional regulator YahB"	"G6181"	"b0316,ECK0314,ECK120002800,G6181,yahB"	0	1	1	0	1	"b0316,ECK0314,ECK120002800,ECK120007272,G6181,putative LysR-type DNA-binding transcriptional regulator YahB,yahB,YahB"
"yahD"	"b0318"	"yahD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0318,ECK120007274,putative transcriptional regulator with ankyrin domain,YahD"	"ankyrin repeat-containing protein YahD"	"G6183"	"b0318,ECK0316,ECK120002802,G6183,yahD"	0	1	0	0	0	"ankyrin repeat-containing protein YahD,b0318,ECK0316,ECK120002802,ECK120007274,G6183,putative transcriptional regulator with ankyrin domain,yahD,YahD"
"yahJ"	"b0324"	"yahJ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0324,ECK120007279,YahJ"	"amidohydrolase family protein YahJ"	"G6189"	"b0324,ECK0322,ECK120002807,G6189,yahJ"	0	0	0	0	1	"amidohydrolase family protein YahJ,b0324,ECK0322,ECK120002807,ECK120007279,G6189,yahJ,YahJ"
"yaiW"	"b0378"	"yaiW"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0378,ECK120007310,YaiW"	"surface-exposed outer membrane lipoprotein"	"G6227"	"b0378,ECK0373,ECK120002840,G6227,yaiW"	0	0	0	0	1	"b0378,ECK0373,ECK120002840,ECK120007310,G6227,surface-exposed outer membrane lipoprotein,yaiW,YaiW"
"ybaE"	"b0445"	"ybaE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0445,ECK120006906,YbaE"	"uncharacterized protein YbaE"	"EG13217"	"b0445,ECK0439,ECK120002431,EG13217,ybaE"	0	0	0	0	1	"b0445,ECK0439,ECK120002431,ECK120006906,EG13217,uncharacterized protein YbaE,ybaE,YbaE"
"ybaP"	"b0482"	"ybaP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0482,ECK120007336,YbaP"	"TraB family protein YbaP"	"G6258"	"b0482,ECK0476,ECK120002866,G6258,ybaP"	0	0	0	0	1	"b0482,ECK0476,ECK120002866,ECK120007336,G6258,TraB family protein YbaP,ybaP,YbaP"
"ybaQ"	"b0483"	"ybaQ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0483,ECK120007337,YbaQ"	"DNA-binding transcriptional regulator YbaQ"	"G6259"	"b0483,ECK0477,ECK120002867,G6259,ybaQ"	0	1	1	0	1	"b0483,DNA-binding transcriptional regulator YbaQ,ECK0477,ECK120002867,ECK120007337,G6259,ybaQ,YbaQ"
"ybcL"	"b0545"	"ybcL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0545,ECK120007377,YbcL"	"DLP12 prophage; periplasmic protein YbcL"	"G6301"	"b0545,ECK0536,ECK120002909,G6301,ybcL"	0	0	1	0	0	"b0545,DLP12 prophage; periplasmic protein YbcL,ECK0536,ECK120002909,ECK120007377,G6301,ybcL,YbcL"
"ybcM"	"b0546"	"ybcM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0546,ECK120007378,YbcM"	"DLP12 prophage; putative DNA-binding transcriptional regulator"	"G6302"	"b0546,ECK0537,ECK120002910,G6302,ybcM"	0	1	1	0	1	"b0546,DLP12 prophage; putative DNA-binding transcriptional regulator,ECK0537,ECK120002910,ECK120007378,G6302,ybcM,YbcM"
"ybdO"	"b0603"	"ybdO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0603,ECK120007405,YbdO"	"putative LysR family DNA-binding transcriptional regulator YbdO"	"G6332"	"b0603,ECK0597,ECK120002939,G6332,ybdO"	0	1	1	0	1	"b0603,ECK0597,ECK120002939,ECK120007405,G6332,putative LysR family DNA-binding transcriptional regulator YbdO,ybdO,YbdO"
"ybeF"	"b0629"	"ybeF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0629,ECK120006018,YbeF"	"putative LysR-type DNA-binding transcriptional regulator YbeF"	"EG11594"	"b0629,ECK0622,ECK120001542,EG11594,ybeF"	0	1	1	0	1	"b0629,ECK0622,ECK120001542,ECK120006018,EG11594,putative LysR-type DNA-binding transcriptional regulator YbeF,ybeF,YbeF"
"ybfE"	"b0685"	"ybfE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0685,ECK120006185,LexA-regulated protein,YbfE"	"ribbon-helix-helix domain-containing protein YbfE"	"EG11775"	"b0685,ECK0673,ECK120001709,EG11775,ybfE"	0	0	1	0	1	"b0685,ECK0673,ECK120001709,ECK120006185,EG11775,LexA-regulated protein,ribbon-helix-helix domain-containing protein YbfE,ybfE,YbfE"
"ybhD"	"b0768"	"ybhD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0768,ECK120007459,YbhD"	"putative DNA-binding transcriptional regulator YbhD"	"G6398"	"b0768,ECK0757,ECK120002998,G6398,ybhD"	0	1	1	0	1	"b0768,ECK0757,ECK120002998,ECK120007459,G6398,putative DNA-binding transcriptional regulator YbhD,ybhD,YbhD"
"ybiI"	"b0803"	"ybiI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0803,ECK120006754,YbiI"	"zinc finger domain-containing protein YbiI"	"EG12421"	"b0803,ECK0792,ECK120002279,EG12421,ybiI"	0	0	1	0	0	"b0803,ECK0792,ECK120002279,ECK120006754,EG12421,ybiI,YbiI,zinc finger domain-containing protein YbiI"
"ycaN"	"b0900"	"ycaN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0900,ECK120007528,YcaN"	"putative LysR-type transcriptional regulator YcaN"	"G6467"	"b0900,ECK0891,ECK120003067,G6467,ycaN"	0	1	1	0	1	"b0900,ECK0891,ECK120003067,ECK120007528,G6467,putative LysR-type transcriptional regulator YcaN,ycaN,YcaN"
"yciF"	"b1258"	"yciF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1258,ECK120005586,YciF"	"DUF892 domain-containing protein YciF"	"EG11126"	"b1258,ECK120001110,ECK1252,EG11126,yciF"	0	0	0	0	1	"b1258,DUF892 domain-containing protein YciF,ECK120001110,ECK120005586,ECK1252,EG11126,yciF,YciF"
"yciT"	"b1284"	"yciT"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1284,DeoT,ECK120007692,YciT"	"putative DNA-binding transcriptional regulator YciT"	"G6638"	"b1284,deoT,ECK120003233,ECK1279,G6638,yciT"	0	1	1	0	1	"b1284,deoT,DeoT,ECK120003233,ECK120007692,ECK1279,G6638,putative DNA-binding transcriptional regulator YciT,yciT,YciT"
"YcjW"	"b1320"	"ycjW"	"ECK125286589"	"YcjW"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125286595"	"YcjW"	"Active"	NA	NA	"P77615"	"PF00356,PF00532"	"NP_415836"	"b1320,ECK120007712,putative LacI-type DNA-binding transcriptional regulator YcjW,YcjW"	"DNA-binding transcriptional repressor YcjW"	"G6658"	"b1320,ECK120003253,ECK1316,G6658,ycjW"	1	1	1	0	1	"b1320,DNA-binding transcriptional repressor YcjW,ECK120003253,ECK120007712,ECK1316,G6658,NP_415836,P77615,putative LacI-type DNA-binding transcriptional regulator YcjW,ycjW,YcjW"
"ydaS"	"b1357"	"ydaS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1357,ECK120007734,Rac prophage; putative DNA-binding transcriptional regulator YdaS,YdaS"	"Rac prophage; toxin YdaS"	"G6681"	"b1357,ECK120003276,ECK1355,G6681,ydaS"	0	1	1	0	1	"b1357,ECK120003276,ECK120007734,ECK1355,G6681,Rac prophage; putative DNA-binding transcriptional regulator YdaS,Rac prophage; toxin YdaS,ydaS,YdaS"
"YdcI"	"b1422"	"ydcI"	"ECK125300414"	"YdcI"	"inverted-repeat"	NA	"Local Regulator"	"ECK125300419"	"YdcI"	"Active"	NA	NA	"P77171"	"PF00126,PF03466"	"NP_415939"	"b1422,ECK120007783,YdcI"	"DNA-binding transcriptional dual regulator YdcI"	"G6737"	"b1422,ECK120003327,ECK1416,G6737,ydcI"	1	1	1	0	1	"b1422,DNA-binding transcriptional dual regulator YdcI,ECK120003327,ECK120007783,ECK1416,G6737,NP_415939,P77171,ydcI,YdcI"
"ydcR"	"b1439"	"ydcR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1439,ECK120007795,YdcR"	"fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR"	"G6750"	"b1439,ECK120003339,ECK1433,G6750,ydcR"	0	1	1	0	1	"b1439,ECK120003339,ECK120007795,ECK1433,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR,G6750,ydcR,YdcR"
"yddM"	"b1477"	"yddM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1477,ECK120007819,YddM"	"DNA-binding transcriptional regulator YddM"	"G6774"	"b1477,ECK120003363,ECK1471,G6774,yddM"	0	1	1	0	1	"b1477,DNA-binding transcriptional regulator YddM,ECK120003363,ECK120007819,ECK1471,G6774,yddM,YddM"
"YdeO"	"b1499"	"ydeO"	"ECK120012313"	"YdeO"	"inverted-repeat"	"AraC/XylS"	"Local Regulator"	"ECK125269267"	"YdeO"	"Active"	NA	NA	"P76135"	"PF12833"	"NP_416016"	"b1499,ECK120007834,YdeO"	"DNA-binding transcriptional dual regulator YdeO"	"G6789"	"b1499,ECK120003378,ECK1493,G6789,ydeO"	1	1	1	1	1	"b1499,DNA-binding transcriptional dual regulator YdeO,ECK120003378,ECK120007834,ECK1493,G6789,NP_416016,P76135,ydeO,YdeO"
"YdfH"	"b1540"	"ydfH"	"ECK125158221"	"YdfH"	"inverted-repeat"	"GntR"	"Local Regulator"	"ECK125269456"	"YdfH"	"Active"	NA	NA	"P0ACM2"	"PF00392,PF07729"	"NP_416058"	"b1540,ECK120007859,YdfH"	"DNA-binding transcriptional repressor YdfH"	"G6814"	"b1540,ECK120003403,ECK1533,G6814,ydfH"	1	1	1	0	1	"b1540,DNA-binding transcriptional repressor YdfH,ECK120003403,ECK120007859,ECK1533,G6814,NP_416058,P0ACM2,RspR,ydfH,YdfH"
"ydhB"	"b1659"	"ydhB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1659,ECK120006517,YdhB"	"putative LysR family DNA-binding transcriptional regulator YdhB"	"EG12140"	"b1659,ECK120002041,ECK1655,EG12140,ydhB"	0	1	1	0	1	"b1659,ECK120002041,ECK120006517,ECK1655,EG12140,PunR,putative LysR family DNA-binding transcriptional regulator YdhB,ydhB,YdhB"
"ydiP"	"b1696"	"ydiP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1696,ECK120007963,YdiP"	"putative DNA-binding transcriptional regulator YdiP"	"G6919"	"b1696,ECK120003507,ECK1694,G6919,ydiP"	0	1	1	0	1	"b1696,ECK120003507,ECK120007963,ECK1694,G6919,putative DNA-binding transcriptional regulator YdiP,ydiP,YdiP"
"ydjF"	"b1770"	"ydjF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1770,ECK120008001,YdjF"	"putative DNA-binding transcriptional regulator YdjF"	"G6957"	"b1770,ECK120003545,ECK1768,G6957,ydjF"	0	1	1	0	1	"b1770,ECK120003545,ECK120008001,ECK1768,G6957,putative DNA-binding transcriptional regulator YdjF,ydjF,YdjF"
"yebC"	"b1864"	"yebC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1864,ECK120005597,YebC"	"putative transcriptional regulator YebC"	"EG11137"	"b1864,ECK120001121,ECK1865,EG11137,yebC"	0	1	0	0	1	"b1864,ECK120001121,ECK120005597,ECK1865,EG11137,putative transcriptional regulator YebC,yebC,YebC"
"YebK"	"b1853"	"yebK"	"ECK125228840"	"YebK"	"inverted-repeat"	"RpiR"	"Local Regulator"	"ECK125269454,ECK125272640"	"YebK,YebK-2-dehydro-3-deoxy-D-gluconate 6-phosphate"	"Active,Inactive"	NA	"Apo,Holo"	"P46118"	"PF01380,PF01418"	"NP_416367"	"b1853,ECK120006881,YebK"	"DNA-binding transcriptional repressor YebK"	"EG12860"	"b1853,ECK120002406,ECK1854,EG12860,hexR(P.a.),yebK"	1	1	1	0	1	"b1853,DNA-binding transcriptional repressor YebK,ECK120002406,ECK120006881,ECK1854,EG12860,hexR(P.a.),NP_416367,P46118,yebK,YebK,YebK-2-dehydro-3-deoxy-D-gluconate 6-phosphate"
